Time,Open,High,Low,Last,Change,%Chg,Volume,"Open Int"
03/03/2022,80.99,81.22,79.63,80.99,0.64,+0.80%,1389977,1943641
03/02/2022,80.35,80.35,80.35,80.35,3.56,+4.64%,1735408,1978789
03/01/2022,77.6,77.6,76.79,76.79,1.23,+1.63%,2143563,2028476
02/28/2022,75.56,78.26,75.56,75.56,0.35,+0.47%,1236288,2093222
02/25/2022,75.21,76.67,75.16,75.21,-0.69,-0.91%,1133019,2091498
02/24/2022,77.93,80.95,75.59,75.9,-1.44,-1.86%,2110625,2080268
02/23/2022,77.34,77.59,77.34,77.34,0.77,+1.01%,946527,2057934
02/22/2022,76.57,77.71,75.32,76.57,1.2,+1.59%,1525754,2055493
02/18/2022,75.37,75.37,74.18,75.37,0.59,+0.79%,1239922,2066654
02/17/2022,74.78,74.78,74.26,74.78,-0.43,-0.57%,1152390,2085729
02/16/2022,75.21,75.21,74.22,75.21,0.75,+1.01%,1426368,2103984
02/15/2022,74.46,74.46,74.36,74.46,-2.26,-2.95%,1218978,2122758
02/14/2022,76.72,76.72,76.2,76.72,0.4,+0.52%,1164910,2134061
02/11/2022,76.32,76.35,75.06,76.32,1.06,+1.41%,1562551,2155738
02/10/2022,75.03,75.39,75.03,75.26,0.1,+0.13%,1234357,2175221
02/09/2022,75.16,75.16,75.16,75.16,1.1,+1.49%,1178074,2170631
02/08/2022,74.06,74.06,74.06,74.06,-0.88,-1.17%,1022924,2170681
02/07/2022,74.94,74.94,74.94,74.94,0.33,+0.44%,1186802,2162827
02/04/2022,74.6,74.61,74.6,74.61,0.67,+0.91%,989988,2156755
02/03/2022,73.94,73.94,72.61,73.94,1.06,+1.45%,1130410,2139943
02/02/2022,72.88,72.96,72.88,72.88,0.41,+0.57%,1056781,2118240
02/01/2022,72.47,72.47,72.04,72.47,0,0.00%,831835,2093735
01/31/2022,72.47,72.47,72.47,72.47,0.39,+0.54%,804958,2100097
01/28/2022,72.08,72.71,72.08,72.08,-0.18,-0.25%,893657,2096885
01/27/2022,72.26,72.75,72.26,72.26,-0.45,-0.62%,886633,2108660
01/26/2022,72.71,72.71,72.71,72.71,0.74,+1.03%,1020425,2114988
01/25/2022,71.97,71.97,71.97,71.97,1,+1.41%,1121055,2095994
01/24/2022,71.39,71.97,70.52,70.97,-0.91,-1.27%,932587,2070565
01/21/2022,71.88,71.88,70.71,71.88,-0.21,-0.29%,998698,2062309
01/20/2022,72.09,72.09,71.21,72.09,0.76,+1.07%,1153254,2064666
01/19/2022,71.33,71.33,71.33,71.33,0.33,+0.46%,1180380,2050310
01/18/2022,71,71.11,71,71,0.95,+1.36%,1154023,2059564
01/14/2022,70.05,70.05,70.05,70.05,0.8,+1.16%,1180596,2046200
01/13/2022,69.25,69.25,69.25,69.25,0,0.00%,1026047,2014573
01/12/2022,69.25,69.25,69.25,69.25,0.38,+0.55%,1218186,1987415
01/11/2022,68.95,68.95,68.87,68.87,1.65,+2.45%,1171497,1966615
01/10/2022,67.22,67.22,67.22,67.22,-0.52,-0.77%,894661,1931291
01/07/2022,67.74,67.74,67.74,67.74,-0.22,-0.32%,979709,1918425
01/06/2022,67.96,67.96,67.07,67.96,0.46,+0.68%,1170432,1913391
01/05/2022,67.5,67.5,67.44,67.5,-0.09,-0.13%,989697,1901975
01/04/2022,67.59,67.59,67.59,67.59,0.89,+1.33%,852063,1887131
01/03/2022,66.7,66.7,66.7,66.7,1.21,+1.85%,612605,1886114
12/31/2021,65.49,65.49,65.49,65.49,-1.46,-2.18%,423470,1866914
12/30/2021,66.95,66.95,66.95,66.95,0.26,+0.39%,411244,1867467
12/29/2021,66.69,66.69,66.69,66.69,0.61,+0.92%,530641,1870772
12/28/2021,66.08,66.26,66.08,66.08,0.13,+0.20%,462542,1867339
12/27/2021,65.95,65.95,64.33,65.95,1.38,+2.14%,517547,1860776
12/23/2021,64.57,64.57,64.57,64.57,0.77,+1.21%,553795,1876913
12/22/2021,63.8,63.8,63.71,63.8,0.08,+0.13%,636063,1876749
12/21/2021,63.72,63.72,63.72,63.72,1.7,+2.74%,681445,1890075
